淫魔B,"Map244.json,events,1,name"
淫魔毫不在意，舔了舔嘴唇,"Map244.json,events,19,pages,0,list,312,parameters,0"
背后似乎有什么东西晃动,"Map244.json,events,19,pages,0,list,313,parameters,0"
然后慢慢地靠近他的视线……。,"Map244.json,events,19,pages,0,list,314,parameters,0"
清彦,"Map244.json,events,19,pages,0,list,318,parameters,0"
心形的器官。,"Map244.json,events,19,pages,0,list,321,parameters,0"
当顶端张开时，液体从顶端溢出,"Map244.json,events,19,pages,0,list,322,parameters,0"
滴答滴答地发出声音,"Map244.json,events,19,pages,0,list,323,parameters,0"
弄湿了他的盔甲。,"Map244.json,events,19,pages,0,list,324,parameters,0"
目睹了那个男人所经历的结局。,"Map244.json,events,19,pages,0,list,326,parameters,0"
同样被仰面倒下,"Map244.json,events,19,pages,0,list,327,parameters,0"
同样被压在脸上的心形器官……。,"Map244.json,events,19,pages,0,list,328,parameters,0"
清彦,"Map244.json,events,19,pages,0,list,330,parameters,0"
「嗯――。,"Map244.json,events,19,pages,0,list,331,parameters,0"
清彦,"Map244.json,events,19,pages,0,list,338,parameters,0"
「呃……！\.\.咳……！」,"Map244.json,events,19,pages,0,list,339,parameters,0"
像橡胶一样柔软的心形物体,"Map244.json,events,19,pages,0,list,343,parameters,0"
从顶端以惊人的力量喷射出液体,"Map244.json,events,19,pages,0,list,344,parameters,0"
他的口腔瞬间被苦涩的液体浸湿。,"Map244.json,events,19,pages,0,list,345,parameters,0"
淫魔捏住他试图吐出的鼻子。,"Map244.json,events,19,pages,0,list,347,parameters,0"
\!无法呼吸……！不行，如果喝下这个就完了。,"Map244.json,events,19,pages,0,list,348,parameters,0"
但是，无法呼吸就会死……！,"Map244.json,events,19,pages,0,list,349,parameters,0"
不能喝，但是这样下去……！,"Map244.json,events,19,pages,0,list,350,parameters,0"
清彦,"Map244.json,events,19,pages,0,list,352,parameters,0"
「……嗯…………嗯…………咳……！」,"Map244.json,events,19,pages,0,list,353,parameters,0"
无法违背生存本能……。,"Map244.json,events,19,pages,0,list,355,parameters,0"
如果这是没有任何影响的液体,"Map244.json,events,19,pages,0,list,356,parameters,0"
他可能只会认为是“成年人的苦涩味”。,"Map244.json,events,19,pages,0,list,357,parameters,0"
当口被释放，可以呼吸时,"Map244.json,events,19,pages,0,list,359,parameters,0"
液体通过他的喉咙，落入胃中,"Map244.json,events,19,pages,0,list,360,parameters,0"
营养正在全身传播。,"Map244.json,events,19,pages,0,list,361,parameters,0"
这是淫魔化的营养。,"Map244.json,events,19,pages,0,list,363,parameters,0"
身体……全身开始变得热起来。\!,"Map244.json,events,19,pages,0,list,364,parameters,0"
没关系，即使如此，我还是不会改变。什么都不会发生。\.\.\.,"Map244.json,events,19,pages,0,list,365,parameters,0"
什么都……不会发生的。,"Map244.json,events,19,pages,0,list,366,parameters,0"
这个愿望没有实现。,"Map244.json,events,19,pages,0,list,372,parameters,0"
\!胸部，嘭嘭地跳动着,"Map244.json,events,19,pages,0,list,373,parameters,0"
逐渐形成了……膨胀了出来。,"Map244.json,events,19,pages,0,list,374,parameters,0"
与此同时，下体的重量感急剧消失。,"Map244.json,events,19,pages,0,list,376,parameters,0"
仿佛在下腹部打开了什么一样,"Map244.json,events,19,pages,0,list,377,parameters,0"
新的器官正在形成……。,"Map244.json,events,19,pages,0,list,378,parameters,0"
随着盔甲被顶起，胸部膨胀,"Map244.json,events,19,pages,0,list,380,parameters,0"
尽管感到呼吸困难，他触摸着那个东西,"Map244.json,events,19,pages,0,list,381,parameters,0"
看到淫魔露出满足的表情，摇摆着尾巴,"Map244.json,events,19,pages,0,list,382,parameters,0"
就像一只狗一样。,"Map244.json,events,19,pages,0,list,383,parameters,0"
延伸到腰部的淡紫色头发。,"Map244.json,events,19,pages,0,list,385,parameters,0"
两只像蝙蝠一样的翅膀,"Map244.json,events,19,pages,0,list,386,parameters,0"
从屁股上长出的心形淫荡尾巴。,"Map244.json,events,19,pages,0,list,387,parameters,0"
展示身体的服装。,"Map244.json,events,19,pages,0,list,389,parameters,0"
比裸体更性感,"Map244.json,events,19,pages,0,list,390,parameters,0"
胸部，腰部，臀部，大腿都是丰满的\C[18]女人\C[0]。,"Map244.json,events,19,pages,0,list,391,parameters,0"
淫魔抬起托住胸部的绳子，然后放下。,"Map244.json,events,19,pages,0,list,393,parameters,0"
然后胸部颤抖了一下，左右摇晃。,"Map244.json,events,19,pages,0,list,394,parameters,0"
……这个胸部，这个细腰，这对翅膀，这条尾巴。,"Map244.json,events,19,pages,0,list,396,parameters,0"
这个丰满的身体，都是属于你的，她告诉他。,"Map244.json,events,19,pages,0,list,397,parameters,0"
\.\.\.是的……他似乎在教给他。,"Map244.json,events,19,pages,0,list,398,parameters,0"
清彦,"Map244.json,events,19,pages,0,list,400,parameters,0"
「我不想成为魔物娘……！,"Map244.json,events,19,pages,0,list,401,parameters,0"
我是人类，人类――。,"Map244.json,events,19,pages,0,list,402,parameters,0"
\C[27]清彦,"Map244.json,events,19,pages,0,list,419,parameters,0"
「啊……」,"Map244.json,events,19,pages,0,list,420,parameters,0"
胸部的发育停止了。\!衣服变了。,"Map244.json,events,19,pages,0,list,422,parameters,0"
从系在脖子上的项圈伸出的绳子,"Map244.json,events,19,pages,0,list,423,parameters,0"
托住了\C[27]她\C[0]的胸部，适度地抑制着晃动。,"Map244.json,events,19,pages,0,list,424,parameters,0"
曾经触碰过的下体感到空虚。,"Map244.json,events,19,pages,0,list,426,parameters,0"
当然，那里已经什么都没有了。,"Map244.json,events,19,pages,0,list,427,parameters,0"
\!无论多么内八字走路,"Map244.json,events,19,pages,0,list,428,parameters,0"
她的腿下都会形成一个小缝隙。,"Map244.json,events,19,pages,0,list,429,parameters,0"
触摸着变得柔软而丰满的胸部,"Map244.json,events,19,pages,0,list,435,parameters,0"
她的头变得沉重，从背后和屁股\C[27]滴答♡\C[0],"Map244.json,events,19,pages,0,list,436,parameters,0"
发出声音，然后有什么东西摇晃着出现了……。,"Map244.json,events,19,pages,0,list,437,parameters,0"
淫魔,"Map244.json,events,19,pages,0,list,439,parameters,0"
「这样……\C[18]我们是伙伴\C[0]，对吧♡」,"Map244.json,events,19,pages,0,list,440,parameters,0"
淫魔慢慢地离开了她。,"Map244.json,events,19,pages,0,list,444,parameters,0"
没有人再束缚她的身体……可以自由行动。,"Map244.json,events,19,pages,0,list,445,parameters,0"
所以，她甚至可以逃离这个城市……\.\.\.但是。,"Map244.json,events,19,pages,0,list,446,parameters,0"
\C[27]淫魔,"Map244.json,events,19,pages,0,list,453,parameters,0"
「啊哈哈……♡」,"Map244.json,events,19,pages,0,list,454,parameters,0"
\C[18]淫魔\C[0]扭动身体,"Map244.json,events,19,pages,0,list,457,parameters,0"
头发，胸部，翅膀，尾巴摇晃着。,"Map244.json,events,19,pages,0,list,458,parameters,0"
两条腿紧紧贴在一起,"Map244.json,events,19,pages,0,list,460,parameters,0"
丰满的女性柔肌相互碰触。,"Map244.json,events,19,pages,0,list,461,parameters,0"
当然，股间不会有任何妨碍,"Map244.json,events,19,pages,0,list,462,parameters,0"
它不会碰到大腿内侧。,"Map244.json,events,19,pages,0,list,463,parameters,0"
这个动作，已经不再是男性的东西。\!,"Map244.json,events,19,pages,0,list,465,parameters,0"
这个表情，已经不再是一个男性的表情。,"Map244.json,events,19,pages,0,list,466,parameters,0"
从她的身体散发出来的气味，是女性的香气。\!,"Map244.json,events,19,pages,0,list,468,parameters,0"
她的尾巴是淫魔独有的可以增加伙伴的东西。,"Map244.json,events,19,pages,0,list,469,parameters,0"
\C[27]淫魔,"Map244.json,events,19,pages,0,list,471,parameters,0"
「人类……♡,"Map244.json,events,19,pages,0,list,472,parameters,0"
\.\.\.必须让你成为伙伴……♡」,"Map244.json,events,19,pages,0,list,473,parameters,0"
从尾巴上滴下的体液滴落在地面上，弄湿了地面。,"Map244.json,events,19,pages,0,list,475,parameters,0"
\!已经……没有名为清彦的冒险家了。,"Map244.json,events,19,pages,0,list,476,parameters,0"
\C[18]现在只剩下一个被本能吞噬的雌淫魔。,"Map244.json,events,19,pages,0,list,477,parameters,0"
她接下来应该采取什么行动呢……？\!,"Map244.json,events,19,pages,0,list,482,parameters,0"
虽然突然想起了一些重要的事情,"Map244.json,events,19,pages,0,list,483,parameters,0"
但那些想法很快就消失了。,"Map244.json,events,19,pages,0,list,484,parameters,0"
男,"Map244.json,events,19,pages,1,list,1,parameters,0"
「偶尔想白天喝酒。,"Map244.json,events,19,pages,1,list,2,parameters,0"
去酒馆吧」,"Map244.json,events,19,pages,1,list,3,parameters,0"
