姐姐,"Map004.json,events,2,name"
发出沙沙声的“へ”字弯曲的手臂。,"Map004.json,events,14,pages,3,list,7,parameters,0"
指头什么的完全找不到了。,"Map004.json,events,14,pages,3,list,8,parameters,0"
这样的话几乎不可能读书了。,"Map004.json,events,14,pages,3,list,10,parameters,0"
就算用翅膀的骨头部分，即使勉强能够,"Map004.json,events,14,pages,3,list,11,parameters,0"
使用，也会非常不方便，就算是读一页,"Map004.json,events,14,pages,3,list,12,parameters,0"
也会相当困难吧。,"Map004.json,events,14,pages,3,list,13,parameters,0"
\C[27]清彦,"Map004.json,events,14,pages,3,list,16,parameters,0"
「（用脚来做的话，又会像那天记事本,"Map004.json,events,14,pages,3,list,17,parameters,0"
一样被破坏掉吧……）」,"Map004.json,events,14,pages,3,list,18,parameters,0"
\C[27]清彦,"Map004.json,events,14,pages,3,list,22,parameters,0"
「（用脚上的爪子能不能行呢……？,"Map004.json,events,14,pages,3,list,23,parameters,0"
不，做些笨拙的事情的话会被电到。,"Map004.json,events,14,pages,3,list,24,parameters,0"
……真想快点回去啊）」,"Map004.json,events,14,pages,3,list,25,parameters,0"
\C[27]清彦,"Map004.json,events,14,pages,4,list,1,parameters,0"
「（还是不要拿书了）」,"Map004.json,events,14,pages,4,list,2,parameters,0"
有本叫做『魅魔』的书。,"Map004.json,events,15,pages,0,list,1,parameters,0"
要读吗？,"Map004.json,events,15,pages,0,list,2,parameters,0"
是,"Map004.json,events,15,pages,0,list,3,parameters,0,0"
否,"Map004.json,events,15,pages,0,list,3,parameters,0,1"
是,"Map004.json,events,15,pages,0,list,4,parameters,1"
『魅魔』或者说『魅魔』,"Map004.json,events,15,pages,0,list,7,parameters,0"
是指夺取人类精华作为食物的魔物娘。,"Map004.json,events,15,pages,0,list,8,parameters,0"
然而……她们可怕的地方在于,"Map004.json,events,15,pages,0,list,10,parameters,0"
会将人类变成同类。,"Map004.json,events,15,pages,0,list,11,parameters,0"
也就是说，魅魔会像土豆一样不断繁殖。,"Map004.json,events,15,pages,0,list,12,parameters,0"
过去曾经发生过魅魔大流行的地区。,"Map004.json,events,15,pages,0,list,14,parameters,0"
但是，有一个能使用某种魔法的人,"Map004.json,events,15,pages,0,list,15,parameters,0"
成功地将魅魔们变回人类。太了不起了。,"Map004.json,events,15,pages,0,list,16,parameters,0"
这个人可以说是拯救了世界。,"Map004.json,events,15,pages,0,list,18,parameters,0"
我非常想见他并采访他。,"Map004.json,events,15,pages,0,list,19,parameters,0"
虽然只知道他是『女性』……。,"Map004.json,events,15,pages,0,list,20,parameters,0"
据说被这个女性封印的魅魔能量,"Map004.json,events,15,pages,0,list,22,parameters,0"
在某个岛上存在。,"Map004.json,events,15,pages,0,list,23,parameters,0"
据传说是封印在中央地区。很让人好奇。,"Map004.json,events,15,pages,0,list,24,parameters,0"
否,"Map004.json,events,15,pages,0,list,26,parameters,1"
\C[27]清香,"Map004.json,events,15,pages,1,list,2,parameters,0"
「果然只能读——。,"Map004.json,events,15,pages,1,list,3,parameters,0"
只会平假名和片假名……」,"Map004.json,events,15,pages,1,list,4,parameters,0"
用手拿起，用手展开，用眼阅读的书籍。,"Map004.json,events,15,pages,2,list,1,parameters,0"
老少皆宜，有时可用于教育,"Map004.json,events,15,pages,2,list,2,parameters,0"
或者自己做笔记的方便之物。,"Map004.json,events,15,pages,2,list,3,parameters,0"
瞥了一眼，看着变得面目全非的双手。,"Map004.json,events,15,pages,2,list,6,parameters,0"
发出沙沙声的“へ”字弯曲的手臂。,"Map004.json,events,15,pages,2,list,7,parameters,0"
指头什么的完全找不到了。,"Map004.json,events,15,pages,2,list,8,parameters,0"
这样的话几乎不可能读书了。,"Map004.json,events,15,pages,2,list,10,parameters,0"
就算用翅膀的骨头部分，即使勉强能够,"Map004.json,events,15,pages,2,list,11,parameters,0"
使用，也会非常不方便，就算是读一页,"Map004.json,events,15,pages,2,list,12,parameters,0"
也会相当困难吧。,"Map004.json,events,15,pages,2,list,13,parameters,0"
\C[27]清彦,"Map004.json,events,15,pages,2,list,16,parameters,0"
「（用脚来做的话，又会像那天记事本,"Map004.json,events,15,pages,2,list,17,parameters,0"
一样被破坏掉吧……）」,"Map004.json,events,15,pages,2,list,18,parameters,0"
\C[27]清彦,"Map004.json,events,15,pages,2,list,22,parameters,0"
「（用脚上的爪子能不能行呢……？,"Map004.json,events,15,pages,2,list,23,parameters,0"
不，做些笨拙的事情的话会被电到。,"Map004.json,events,15,pages,2,list,24,parameters,0"
……真想快点回去啊）」,"Map004.json,events,15,pages,2,list,25,parameters,0"
\C[27]清彦,"Map004.json,events,15,pages,3,list,1,parameters,0"
「（还是不要拿书了）」,"Map004.json,events,15,pages,3,list,2,parameters,0"
有本叫做『魅魔』的书。,"Map004.json,events,15,pages,4,list,1,parameters,0"
要读吗？,"Map004.json,events,15,pages,4,list,2,parameters,0"
是,"Map004.json,events,15,pages,4,list,3,parameters,0,0"
否,"Map004.json,events,15,pages,4,list,3,parameters,0,1"
是,"Map004.json,events,15,pages,4,list,4,parameters,1"
『魅魔』或者说『魅魔』,"Map004.json,events,15,pages,4,list,7,parameters,0"
是指夺取人类精华作为食物的魔物娘。,"Map004.json,events,15,pages,4,list,8,parameters,0"
然而……她们可怕的地方在于,"Map004.json,events,15,pages,4,list,10,parameters,0"
会将人类变成同类。,"Map004.json,events,15,pages,4,list,11,parameters,0"
也就是说，魅魔会像土豆一样不断繁殖。,"Map004.json,events,15,pages,4,list,12,parameters,0"
过去曾经发生过魅魔大流行的地区。,"Map004.json,events,15,pages,4,list,14,parameters,0"
但是，有一个能使用某种魔法的人,"Map004.json,events,15,pages,4,list,15,parameters,0"
成功地将魅魔们变回人类。太了不起了。,"Map004.json,events,15,pages,4,list,16,parameters,0"
这个人可以说是拯救了世界。,"Map004.json,events,15,pages,4,list,18,parameters,0"
我非常想见他并采访他。,"Map004.json,events,15,pages,4,list,19,parameters,0"
虽然只知道他是『女性』……。,"Map004.json,events,15,pages,4,list,20,parameters,0"
据说被这个女性封印的魅魔能量,"Map004.json,events,15,pages,4,list,22,parameters,0"
在某个岛上存在。,"Map004.json,events,15,pages,4,list,23,parameters,0"
据传说是封印在中央地区。很让人好奇。,"Map004.json,events,15,pages,4,list,24,parameters,0"
\C[27]清彦,"Map004.json,events,15,pages,4,list,26,parameters,0"
「那个岛就是这里吗……」,"Map004.json,events,15,pages,4,list,27,parameters,0"
否,"Map004.json,events,15,pages,4,list,29,parameters,1"
有本叫做『魅魔』的书。,"Map004.json,events,15,pages,5,list,1,parameters,0"
要读吗？,"Map004.json,events,15,pages,5,list,2,parameters,0"
是,"Map004.json,events,15,pages,5,list,3,parameters,0,0"
否,"Map004.json,events,15,pages,5,list,3,parameters,0,1"
是,"Map004.json,events,15,pages,5,list,4,parameters,1"
『魅魔』或者说『魅魔』,"Map004.json,events,15,pages,5,list,7,parameters,0"
是指夺取人类精华作为食物的魔物娘。,"Map004.json,events,15,pages,5,list,8,parameters,0"
然而……她们可怕的地方在于,"Map004.json,events,15,pages,5,list,10,parameters,0"
会将人类变成同类。,"Map004.json,events,15,pages,5,list,11,parameters,0"
也就是说，魅魔会像土豆一样不断繁殖。,"Map004.json,events,15,pages,5,list,12,parameters,0"
过去曾经发生过魅魔大流行的地区。,"Map004.json,events,15,pages,5,list,14,parameters,0"
但是，有一个能使用某种魔法的人,"Map004.json,events,15,pages,5,list,15,parameters,0"
成功地将魅魔们变回人类。太了不起了。,"Map004.json,events,15,pages,5,list,16,parameters,0"
这个人可以说是拯救了世界。,"Map004.json,events,15,pages,5,list,18,parameters,0"
我非常想见他并采访他。,"Map004.json,events,15,pages,5,list,19,parameters,0"
虽然只知道他是『女性』……。,"Map004.json,events,15,pages,5,list,20,parameters,0"
据说被这个女性封印的魅魔能量,"Map004.json,events,15,pages,5,list,22,parameters,0"
在某个岛上存在。,"Map004.json,events,15,pages,5,list,23,parameters,0"
据传说是封印在中央地区。很让人好奇。,"Map004.json,events,15,pages,5,list,24,parameters,0"
\C[27]清彦,"Map004.json,events,15,pages,5,list,26,parameters,0"
「那个岛就是这里吗……」,"Map004.json,events,15,pages,5,list,27,parameters,0"
否,"Map004.json,events,15,pages,5,list,29,parameters,1"
